site,set_order,toggle,net,panel,date_time_set,shallow_m,deep_m,date_time_pull,x,y,notes
PLQ3,1,1,6,2,7/1/2023 19:46,9.1,9.3,7/2/2023 8:07,-119.6939617,40.12695167,
PLQ3,1,1,7,1,7/1/2023 19:48,11,11.3,7/2/2023 7:51,-119.692035,40.126415,
PLQ3,1,1,7,2,7/1/2023 19:48,11,11.3,7/2/2023 7:51,-119.692035,40.126415,
PLQ3,1,1,8,1,7/1/2023 19:50,12,12.8,7/2/2023 7:47,-119.6898283,40.12559,
PLQ3,1,1,8,2,7/1/2023 19:50,12,12.8,7/2/2023 7:47,-119.6898283,40.12559,
PLQ3,1,1,9,1,7/1/2023 19:52,14.3,14.6,7/2/2023 7:40,-119.6876967,40.12459833,
PLQ3,1,1,9,2,7/1/2023 19:52,14.3,14.6,7/2/2023 7:40,-119.6876967,40.12459833,
PLQ3,1,1,10,1,7/1/2023 20:01,16,16,7/2/2023 7:26,-119.6856083,40.12292,
PLQ3,1,1,10,2,7/1/2023 20:01,16,16,7/2/2023 7:26,-119.6856083,40.12292,
PLQ3,1,1,11,1,7/1/2023 20:03,17.8,18.1,7/2/2023 7:19,-119.6832067,40.122245,
PLQ3,1,1,11,2,7/1/2023 20:03,17.8,18.1,7/2/2023 7:19,-119.6832067,40.122245,
PLQ3,1,1,12,1,7/1/2023 20:04,18.9,19.2,7/2/2023 7:15,-119.6822733,40.121745,
PLQ3,1,1,12,2,7/1/2023 20:04,18.9,19.2,7/2/2023 7:15,-119.6822733,40.121745,
PLQ3,1,1,CORE10,0,7/1/2023 20:09,5,5.5,7/2/2023 6:18,-119.6984883,40.120775,
PLQ3,1,1,CORE20,0,7/1/2023 20:13,15.7,16.4,7/2/2023 5:49,-119.69001,40.11828333,
BLH,2,1,3,1,7/4/2023 19:19,1.5,2.7,7/5/2023 9:27,-119.481705,39.86614167,
BLH,2,1,3,2,7/4/2023 19:19,1.5,2.7,7/5/2023 9:27,-119.481705,39.86614167,
BLH,2,1,1,1,7/4/2023 19:22,2.5,3.8,7/5/2023 9:05,-119.48212,39.86659833,
BLH,2,1,1,2,7/4/2023 19:22,2.5,3.8,7/5/2023 9:05,-119.48212,39.86659833,
BLH,2,1,2,1,7/4/2023 19:24,4,5.4,7/5/2023 8:47,-119.4825233,39.867085,
BLH,2,1,2,2,7/4/2023 19:24,4,5.4,7/5/2023 8:47,-119.4825233,39.867085,
BLH,2,1,6,1,7/4/2023 19:26,5.7,6.6,7/5/2023 8:24,-119.4829367,39.867495,
BLH,2,1,6,2,7/4/2023 19:26,5.7,6.6,7/5/2023 8:24,-119.4829367,39.867495,
BLH,2,1,4,1,7/4/2023 19:31,6,7.4,7/5/2023 7:41,-119.4833133,39.86778667,
BLH,2,1,4,2,7/4/2023 19:31,6,7.4,7/5/2023 7:41,-119.4833133,39.86778667,
BLH,2,1,5,1,7/4/2023 19:34,6.7,9,7/5/2023 7:31,-119.4839567,39.86829167,
BLH,2,1,5,2,7/4/2023 19:34,6.7,9,7/5/2023 7:31,-119.4839567,39.86829167,
BLH,2,1,9,1,7/4/2023 19:36,11,14,7/5/2023 7:19,-119.4841433,39.86860667,
BLH,2,1,9,2,7/4/2023 19:36,11,14,7/5/2023 7:19,-119.4841433,39.86860667,
BLH,2,1,7,1,7/4/2023 19:42,9,13.6,7/5/2023 7:07,-119.48484,39.869235,
BLH,2,1,7,2,7/4/2023 19:42,9,13.6,7/5/2023 7:07,-119.48484,39.869235,
BLH,2,1,8,1,7/4/2023 19:44,10.5,13.3,7/5/2023 6:58,-119.485215,39.86975167,
BLH,2,1,8,2,7/4/2023 19:44,10.5,13.3,7/5/2023 6:58,-119.485215,39.86975167,
BLH,2,1,12,1,7/4/2023 19:46,14,16.5,7/5/2023 6:50,-119.4854617,39.86993333,
BLH,2,1,12,2,7/4/2023 19:46,14,16.5,7/5/2023 6:50,-119.4854617,39.86993333,
BLH,2,1,10,1,7/4/2023 19:49,15.6,17.8,7/5/2023 6:40,-119.4858517,39.87057833,
BLH,2,1,10,2,7/4/2023 19:49,15.6,17.8,7/5/2023 6:40,-119.4858517,39.87057833,
BLH,2,1,11,1,7/4/2023 19:52,16.8,19.8,7/5/2023 6:35,-119.4862733,39.87114167,
BLH,2,1,11,2,7/4/2023 19:52,16.8,19.8,7/5/2023 6:35,-119.4862733,39.87114167,
BLH,2,1,CORE10,0,7/4/2023 19:55,2.5,6,7/5/2023 5:45,-119.487395,39.87137167,
BLH,2,1,CORE20,0,7/4/2023 19:57,14.5,22.8,7/5/2023 5:33,-119.486985,39.87202,
TAM3,3,1,2,1,7/25/2023 16:09,1.5,2,7/26/2023 10:04,-119.5781133,39.931425,
TAM3,3,1,2,2,7/25/2023 16:09,1.5,2,7/26/2023 10:04,-119.5781133,39.931425,
TAM3,3,1,3,1,7/25/2023 16:11,2.3,2.8,7/26/2023 9:51,-119.5781667,39.93187667,
TAM3,3,1,3,2,7/25/2023 16:11,2.3,2.8,7/26/2023 9:51,-119.5781667,39.93187667,
TAM3,3,1,1,1,7/25/2023 16:12,4.3,5.8,7/26/2023 9:39,-119.5781083,39.932445,
TAM3,3,1,1,2,7/25/2023 16:12,4.3,5.8,7/26/2023 9:39,-119.5781083,39.932445,
TAM3,3,1,5,1,7/25/2023 16:14,5.5,6.3,7/26/2023 8:49,-119.5780517,39.93251667,
TAM3,3,1,5,2,7/25/2023 16:14,5.5,6.3,7/26/2023 8:49,-119.5780517,39.93251667,
TAM3,3,1,6,1,7/25/2023 16:16,6.8,9.8,7/26/2023 8:36,-119.5783233,39.932855,
TAM3,3,1,6,2,7/25/2023 16:16,6.8,9.8,7/26/2023 8:36,-119.5783233,39.932855,
TAM3,3,1,4,1,7/25/2023 16:18,8.5,10,7/26/2023 8:13,-119.57893,39.93317,
TAM3,3,1,4,2,7/25/2023 16:18,8.5,10,7/26/2023 8:13,-119.57893,39.93317,
TAM3,3,1,8,1,7/25/2023 16:20,11.3,11.5,7/26/2023 7:55,-119.5788617,39.93358667,
TAM3,3,1,8,2,7/25/2023 16:20,11.3,11.5,7/26/2023 7:55,-119.5788617,39.93358667,
TAM3,3,1,9,1,7/25/2023 16:25,12.9,13,7/26/2023 7:44,-119.578795,39.93472167,
TAM3,3,1,9,2,7/25/2023 16:25,12.9,13,7/26/2023 7:44,-119.578795,39.93472167,
TAM3,3,1,7,1,7/25/2023 16:27,14.1,14.8,7/26/2023 7:35,-119.5787767,39.93533333,
TAM3,3,1,7,2,7/25/2023 16:27,14.1,14.8,7/26/2023 7:35,-119.5787767,39.93533333,
TAM3,3,1,11,1,7/25/2023 16:28,16,17,7/26/2023 7:26,-119.57857,39.93615833,
TAM3,3,1,11,2,7/25/2023 16:28,16,17,7/26/2023 7:26,-119.57857,39.93615833,
TAM3,3,1,12,1,7/25/2023 16:30,18,18.3,7/26/2023 7:22,-119.578525,39.93677667,
TAM3,3,1,12,2,7/25/2023 16:30,18,18.3,7/26/2023 7:22,-119.578525,39.93677667,
TAM3,3,1,10,1,7/25/2023 16:31,19.3,19.5,7/26/2023 7:14,-119.5785367,39.93739,
TAM3,3,1,10,2,7/25/2023 16:31,19.3,19.5,7/26/2023 7:14,-119.5785367,39.93739,
TAM3,3,1,CORE10,0,7/25/2023 16:38,4.8,12.1,7/26/2023 6:18,-119.5703383,39.927335,
TAM3,3,1,CORE20,0,7/25/2023 16:40,14,15.7,7/26/2023 5:22,-119.5700433,39.92744833,
PEP3,1,1,1,1,7/26/2023 16:01,1.8,3,7/27/2023 9:19,,,next to 2
PEP3,1,1,1,2,7/26/2023 16:01,1.8,3,7/27/2023 9:19,,,next to 2
PEP3,1,1,2,1,7/26/2023 16:03,3.8,4.5,7/27/2023 9:00,-119.6339017,40.02009,
PEP3,1,1,2,2,7/26/2023 16:03,3.8,4.5,7/27/2023 9:00,-119.6339017,40.02009,
PEP3,1,1,3,1,7/26/2023 16:07,4.5,4.8,7/27/2023 8:46,-119.63427,40.02044333,
PEP3,1,1,3,2,7/26/2023 16:07,4.5,4.8,7/27/2023 8:46,-119.63427,40.02044333,
PEP3,1,1,4,1,7/26/2023 16:08,5.6,6.1,7/27/2023 8:17,-119.6340967,40.02054667,
PEP3,1,1,4,2,7/26/2023 16:08,5.6,6.1,7/27/2023 8:17,-119.6340967,40.02054667,
PEP3,1,1,5,1,7/26/2023 16:10,7,9,7/27/2023 7:53,-119.6343933,40.02079333,
PEP3,1,1,5,2,7/26/2023 16:10,7,9,7/27/2023 7:53,-119.6343933,40.02079333,
PEP3,1,1,6,1,7/26/2023 16:13,8.4,9.9,7/27/2023 7:33,-119.6345583,40.02123833,
PEP3,1,1,6,2,7/26/2023 16:13,8.4,9.9,7/27/2023 7:33,-119.6345583,40.02123833,
PEP3,1,1,7,1,7/26/2023 16:15,11,13.3,7/27/2023 7:08,-119.6344233,40.02164833,
PEP3,1,1,7,2,7/26/2023 16:15,11,13.3,7/27/2023 7:08,-119.6344233,40.02164833,
PEP3,1,1,8,1,7/26/2023 16:17,12.9,14.3,7/27/2023 6:53,-119.6342667,40.022025,
PEP3,1,1,8,2,7/26/2023 16:17,12.9,14.3,7/27/2023 6:53,-119.6342667,40.022025,
PEP3,1,2,9,1,7/26/2023 16:25,12.5,15,7/27/2023 6:38,-119.636785,40.02615167,
PEP3,1,2,9,2,7/26/2023 16:25,12.5,15,7/27/2023 6:38,-119.636785,40.02615167,
PEP3,1,2,10,1,7/26/2023 16:27,15.5,17.1,7/27/2023 6:28,-119.6372967,40.026445,
PEP3,1,2,10,2,7/26/2023 16:27,15.5,17.1,7/27/2023 6:28,-119.6372967,40.026445,
PEP3,1,2,11,1,7/26/2023 16:29,15.6,18.6,7/27/2023 6:24,-119.6385533,40.02684333,
PEP3,1,2,11,2,7/26/2023 16:29,15.6,18.6,7/27/2023 6:24,-119.6385533,40.02684333,
PEP3,1,2,12,1,7/26/2023 16:31,15.6,17.2,7/27/2023 6:18,-119.6395083,40.027445,
PEP3,1,2,12,2,7/26/2023 16:31,15.6,17.2,7/27/2023 6:18,-119.6395083,40.027445,
PEP3,1,1,CORE10,0,7/26/2023 16:37,3,9,7/27/2023 5:21,-119.641555,40.02987333,
PEP3,1,1,CORE20,0,7/26/2023 16:40,13,14,7/27/2023 5:11,-119.64115,40.02967667,
DAG3,2,1,3,1,7/27/2023 12:53,1.3,1.6,7/28/2023 9:40,,,
DAG3,2,1,3,2,7/27/2023 12:53,1.3,1.6,7/28/2023 9:40,,,
DAG3,2,1,1,1,7/27/2023 12:56,2.5,2.8,7/28/2023 9:30,,,
DAG3,2,1,1,2,7/27/2023 12:56,2.5,2.8,7/28/2023 9:30,,,
DAG3,2,1,2,1,7/27/2023 12:58,4,4.6,7/28/2023 9:20,,,
DAG3,2,1,2,2,7/27/2023 12:58,4,4.6,7/28/2023 9:20,,,
DAG3,2,1,6,1,7/27/2023 13:00,6.2,6.6,7/28/2023 9:10,-119.4392533,39.91808167,
DAG3,2,1,6,2,7/27/2023 13:00,6.2,6.6,7/28/2023 9:10,-119.4392533,39.91808167,
DAG3,2,1,4,1,7/27/2023 13:01,7.6,8,7/28/2023 8:49,-119.4392533,39.91808167,
DAG3,2,1,4,2,7/27/2023 13:01,7.6,8,7/28/2023 8:49,-119.4392533,39.91808167,
DAG3,2,1,5,1,7/27/2023 13:03,9.4,9.8,7/28/2023 8:04,-119.4402817,39.91732167,
DAG3,2,1,5,2,7/27/2023 13:03,9.4,9.8,7/28/2023 8:04,-119.4402817,39.91732167,
DAG3,2,1,9,1,7/27/2023 13:04,11.4,11.9,7/28/2023 7:37,-119.4409233,39.91692333,
DAG3,2,1,9,2,7/27/2023 13:04,11.4,11.9,7/28/2023 7:37,-119.4409233,39.91692333,
DAG3,2,1,7,1,7/27/2023 13:05,12.9,13.1,7/28/2023 7:15,-119.4411683,39.91662333,
DAG3,2,1,7,2,7/27/2023 13:05,12.9,13.1,7/28/2023 7:15,-119.4411683,39.91662333,
DAG3,2,1,8,1,7/27/2023 13:06,14.7,14.9,7/28/2023 7:01,-119.44158,39.91611,
DAG3,2,1,8,2,7/27/2023 13:06,14.7,14.9,7/28/2023 7:01,-119.44158,39.91611,
DAG3,2,1,12,1,7/27/2023 13:07,16.4,16.7,7/28/2023 6:51,-119.44213,39.91551667,
DAG3,2,1,12,2,7/27/2023 13:07,16.4,16.7,7/28/2023 6:51,-119.44213,39.91551667,
DAG3,2,1,10,1,7/27/2023 13:09,18.4,19,7/28/2023 6:40,-119.4427283,39.91491333,
DAG3,2,1,10,2,7/27/2023 13:09,18.4,19,7/28/2023 6:40,-119.4427283,39.91491333,
DAG3,2,1,11,1,7/27/2023 13:10,19.2,19.7,7/28/2023 6:35,-119.4427567,39.91454667,
DAG3,2,1,11,2,7/27/2023 13:10,19.2,19.7,7/28/2023 6:35,-119.4427567,39.91454667,
DAG3,2,1,CORE10,0,7/27/2023 13:16,5,5.6,7/28/2023 5:57,-119.4430083,39.92235833,
DAG3,2,1,CORE20,0,7/27/2023 13:19,15.3,16.7,7/28/2023 5:25,-119.4484033,39.91964667,
NTS3,3,1,2,1,7/28/2023 14:49,1.4,2,7/29/2023 9:47,-119.6724617,40.16097833,
NTS3,3,1,2,2,7/28/2023 14:49,1.4,2,7/29/2023 9:47,-119.6724617,40.16097833,
NTS3,3,1,3,1,7/28/2023 14:52,2.6,2.9,7/29/2023 9:29,-119.671525,40.161025,
NTS3,3,1,3,2,7/28/2023 14:52,2.6,2.9,7/29/2023 9:29,-119.671525,40.161025,
NTS3,3,1,1,1,7/28/2023 14:56,3.9,4,7/29/2023 8:59,-119.6699233,40.16121333,
NTS3,3,1,1,2,7/28/2023 14:56,3.9,4,7/29/2023 8:59,-119.6699233,40.16121333,
NTS3,3,1,5,1,7/28/2023 14:58,5.2,5.4,7/29/2023 8:37,-119.6681267,40.161205,
NTS3,3,1,5,2,7/28/2023 14:58,5.2,5.4,7/29/2023 8:37,-119.6681267,40.161205,
NTS3,3,1,6,1,7/28/2023 15:01,7,7.2,7/29/2023 8:19,-119.6651067,40.16106833,
NTS3,3,1,6,2,7/28/2023 15:01,7,7.2,7/29/2023 8:19,-119.6651067,40.16106833,
NTS3,3,1,4,1,7/28/2023 15:03,9.5,9.7,7/29/2023 7:58,-119.66302,40.16091,
NTS3,3,1,4,2,7/28/2023 15:03,9.5,9.7,7/29/2023 7:58,-119.66302,40.16091,
NTS3,3,1,8,1,7/28/2023 15:05,11.4,11.8,7/29/2023 7:45,-119.6612783,40.16063,
NTS3,3,1,8,2,7/28/2023 15:05,11.4,11.8,7/29/2023 7:45,-119.6612783,40.16063,
NTS3,3,1,9,1,7/28/2023 15:07,13.3,13.7,7/29/2023 7:36,-119.65923,40.160305,
NTS3,3,1,9,2,7/28/2023 15:07,13.3,13.7,7/29/2023 7:36,-119.65923,40.160305,
NTS3,3,1,7,1,7/28/2023 15:08,14.2,14.3,7/29/2023 7:24,-119.6582533,40.16033833,
NTS3,3,1,7,2,7/28/2023 15:08,14.2,14.3,7/29/2023 7:24,-119.6582533,40.16033833,
NTS3,3,1,11,1,7/28/2023 15:10,16,16.2,7/29/2023 7:17,-119.656315,40.159915,
NTS3,3,1,11,2,7/28/2023 15:10,16,16.2,7/29/2023 7:17,-119.656315,40.159915,
NTS3,3,1,12,1,7/28/2023 15:12,17.8,18.1,7/29/2023 7:07,-119.654685,40.159675,
NTS3,3,1,12,2,7/28/2023 15:12,17.8,18.1,7/29/2023 7:07,-119.654685,40.159675,
NTS3,3,1,10,1,7/28/2023 15:13,18.9,19.2,7/29/2023 6:52,-119.6536117,40.15955,
NTS3,3,1,10,2,7/28/2023 15:13,18.9,19.2,7/29/2023 6:52,-119.6536117,40.15955,
NTS3,3,1,CORE10,0,7/28/2023 15:19,5,5.2,7/29/2023 5:55,-119.659785,40.17056,
NTS3,3,1,CORE20,0,7/28/2023 15:23,15.4,16,7/29/2023 5:24,-119.6471683,40.16886333,
NTS2,1,1,1,1,7/29/2023 15:32,1.5,2.1,7/30/2023 8:22,-119.537125,40.191425,
NTS2,1,1,1,2,7/29/2023 15:32,1.5,2.1,7/30/2023 8:22,-119.537125,40.191425,
NTS2,1,1,2,1,7/29/2023 15:34,2.7,2.8,7/30/2023 8:13,-119.5379417,40.19019333,
NTS2,1,1,2,2,7/29/2023 15:34,2.7,2.8,7/30/2023 8:13,-119.5379417,40.19019333,
NTS2,1,1,3,1,7/29/2023 15:36,3.8,3.8,7/30/2023 8:09,-119.5388067,40.18907167,
NTS2,1,1,3,2,7/29/2023 15:36,3.8,3.8,7/30/2023 8:09,-119.5388067,40.18907167,
NTS2,1,1,4,1,7/29/2023 15:38,5.6,5.7,7/30/2023 7:55,-119.5399633,40.18721167,
NTS2,1,1,4,2,7/29/2023 15:38,5.6,5.7,7/30/2023 7:55,-119.5399633,40.18721167,
NTS2,1,1,5,1,7/29/2023 15:40,7.9,8.1,7/30/2023 7:38,-119.541255,40.18530167,
NTS2,1,1,5,2,7/29/2023 15:40,7.9,8.1,7/30/2023 7:38,-119.541255,40.18530167,
NTS2,1,1,6,1,7/29/2023 15:42,9.5,9.7,7/30/2023 7:25,-119.5421317,40.18405833,
NTS2,1,1,6,2,7/29/2023 15:42,9.5,9.7,7/30/2023 7:25,-119.5421317,40.18405833,
NTS2,1,1,7,1,7/29/2023 15:44,11,11.2,7/30/2023 7:11,-119.5431283,40.18258667,
NTS2,1,1,7,2,7/29/2023 15:44,11,11.2,7/30/2023 7:11,-119.5431283,40.18258667,
NTS2,1,1,8,1,7/29/2023 15:46,12.5,12.8,7/30/2023 6:55,-119.543825,40.18163333,
NTS2,1,1,8,2,7/29/2023 15:46,12.5,12.8,7/30/2023 6:55,-119.543825,40.18163333,
NTS2,1,1,9,1,7/29/2023 15:47,14,14.1,7/30/2023 6:41,-119.5445317,40.180695,
NTS2,1,1,9,2,7/29/2023 15:47,14,14.1,7/30/2023 6:41,-119.5445317,40.180695,
NTS2,1,1,10,1,7/29/2023 15:49,15.5,15.9,7/30/2023 6:34,-119.5453567,40.17957833,
NTS2,1,1,10,2,7/29/2023 15:49,15.5,15.9,7/30/2023 6:34,-119.5453567,40.17957833,
NTS2,1,1,11,1,7/29/2023 15:50,16.9,17.2,7/30/2023 6:28,-119.5460033,40.178725,
NTS2,1,1,11,2,7/29/2023 15:50,16.9,17.2,7/30/2023 6:28,-119.5460033,40.178725,
NTS2,1,1,12,1,7/29/2023 15:52,18.6,19.1,7/30/2023 6:19,-119.5470733,40.177335,
NTS2,1,1,12,2,7/29/2023 15:52,18.6,19.1,7/30/2023 6:19,-119.5470733,40.177335,
NTS2,1,1,CORE10,0,7/29/2023 15:58,5,5.4,7/30/2023 5:50,-119.5508167,40.190325,
NTS2,1,1,CORE20,0,7/29/2023 16:03,15.3,15.9,7/30/2023 5:27,-119.555285,40.18264,
BLH3,2,1,3,1,7/30/2023 15:20,1.5,1.9,7/31/2023 9:13,,,
BLH3,2,1,3,2,7/30/2023 15:20,1.5,1.9,7/31/2023 9:13,,,
BLH3,2,1,1,1,7/30/2023 15:22,2.5,3.4,7/31/2023 8:48,,,
BLH3,2,1,1,2,7/30/2023 15:22,2.5,3.4,7/31/2023 8:48,,,
BLH3,2,1,2,1,7/30/2023 15:24,3.8,4.5,7/31/2023 8:33,,,
BLH3,2,1,2,2,7/30/2023 15:24,3.8,4.5,7/31/2023 8:33,,,
BLH3,2,1,6,1,7/30/2023 15:26,5.5,7.5,7/31/2023 8:18,,,
BLH3,2,1,6,2,7/30/2023 15:26,5.5,7.5,7/31/2023 8:18,,,
BLH3,2,1,4,1,7/30/2023 15:29,5.4,6.7,7/31/2023 8:01,,,
BLH3,2,1,4,2,7/30/2023 15:29,5.4,6.7,7/31/2023 8:01,,,
BLH3,2,1,5,1,7/30/2023 15:34,5.4,9.8,7/31/2023 7:42,,,
BLH3,2,1,5,2,7/30/2023 15:34,5.4,9.8,7/31/2023 7:42,,,
BLH3,2,1,9,1,7/30/2023 15:36,10,15.1,7/31/2023 7:26,,,
BLH3,2,1,9,2,7/30/2023 15:36,10,15.1,7/31/2023 7:26,,,
BLH3,2,1,7,1,7/30/2023 15:38,10.3,13.1,7/31/2023 7:13,,,
BLH3,2,1,7,2,7/30/2023 15:38,10.3,13.1,7/31/2023 7:13,,,
BLH3,2,1,8,1,7/30/2023 15:40,10,14,7/31/2023 6:54,,,
BLH3,2,1,8,2,7/30/2023 15:40,10,14,7/31/2023 6:54,,,
BLH3,2,1,12,1,7/30/2023 15:42,15,17.5,7/31/2023 6:43,,,
BLH3,2,1,12,2,7/30/2023 15:42,15,17.5,7/31/2023 6:43,,,
BLH3,2,1,10,1,7/30/2023 15:45,16.3,18,7/31/2023 6:31,,,
BLH3,2,1,10,2,7/30/2023 15:45,16.3,18,7/31/2023 6:31,,,
BLH3,2,1,11,1,7/30/2023 15:47,16.9,18.1,7/31/2023 6:27,,,
BLH3,2,1,11,2,7/30/2023 15:47,16.9,18.1,7/31/2023 6:27,,,
BLH3,2,1,CORE10,0,7/30/2023 15:52,5.3,15.3,7/31/2023 5:55,,,
BLH3,2,1,CORE20,0,7/30/2023 15:54,14.9,19.8,7/31/2023 5:25,,,
PYR3,3,1,2,1,7/31/2023 15:06,1.8,2.2,8/1/2023 8:43,,,
PYR3,3,1,2,2,7/31/2023 15:06,1.8,2.2,8/1/2023 8:43,,,
PYR3,3,1,3,1,7/31/2023 15:07,3,3.8,8/1/2023 8:29,,,
PYR3,3,1,3,2,7/31/2023 15:07,3,3.8,8/1/2023 8:29,,,
PYR3,3,1,1,1,7/31/2023 15:09,4,4.5,8/1/2023 8:09,,,Temp logger on EXP10 was waterlogged :(
PYR3,3,1,1,2,7/31/2023 15:09,4,4.5,8/1/2023 8:09,,,Temp logger on EXP10 was waterlogged :(
PYR3,3,1,5,1,7/31/2023 15:10,5.5,5.8,8/1/2023 7:53,,,
PYR3,3,1,5,2,7/31/2023 15:10,5.5,5.8,8/1/2023 7:53,,,
PYR3,3,1,6,1,7/31/2023 15:12,6.8,8.7,8/1/2023 7:41,,,
PYR3,3,1,6,2,7/31/2023 15:12,6.8,8.7,8/1/2023 7:41,,,
PYR3,3,1,4,1,7/31/2023 15:15,7.5,10,8/1/2023 7:20,,,
PYR3,3,1,4,2,7/31/2023 15:15,7.5,10,8/1/2023 7:20,,,
PYR3,3,1,8,1,7/31/2023 15:22,10.5,14,8/1/2023 7:05,,,
PYR3,3,1,8,2,7/31/2023 15:22,10.5,14,8/1/2023 7:05,,,
PYR3,3,1,9,1,7/31/2023 15:24,10.5,14.5,8/1/2023 6:51,,,
PYR3,3,1,9,2,7/31/2023 15:24,10.5,14.5,8/1/2023 6:51,,,
PYR3,3,1,7,1,7/31/2023 15:26,5.5,9.8,8/1/2023 6:36,,,
PYR3,3,1,7,2,7/31/2023 15:26,5.5,9.8,8/1/2023 6:36,,,
PYR3,3,1,11,1,7/31/2023 15:29,15.9,17.8,8/1/2023 6:31,,,
PYR3,3,1,11,2,7/31/2023 15:29,15.9,17.8,8/1/2023 6:31,,,
PYR3,3,1,12,1,7/31/2023 15:31,16.5,18.5,8/1/2023 6:18,,,
PYR3,3,1,12,2,7/31/2023 15:31,16.5,18.5,8/1/2023 6:18,,,
PYR3,3,1,10,1,7/31/2023 15:33,17.5,19.5,8/1/2023 6:12,,,
PYR3,3,1,10,2,7/31/2023 15:33,17.5,19.5,8/1/2023 6:12,,,
PYR3,3,1,CORE10,0,7/31/2023 15:38,4.5,5.5,8/1/2023 5:31,,,
PYR3,3,1,CORE20,0,7/31/2023 15:39,8.5,14.5,8/1/2023 5:09,,,
